title,description,date,edition,format,filesize (bytes),jpg_linkage,custodian,copyright,contributor,topicCategory,keywords,geographicDescription,spatialResolution,mapCentreLongitude,mapCentreLatitude,boundingBoxEastLongitude,boundingBoxNorthLatitude,boundingBoxSouthLatitude,boundingBoxWestLongitude
8458-43 Rita Island,Topographic map of 1:25000 8458-43 Rita Island displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10813440,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8458-43-rita-island-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.562500,-19.687500,147.625000,-19.625000,-19.750000,147.500000
8458-44 Plantation Creek,Topographic map of 1:25000 8458-44 Plantation Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1975,Edition 1,Digital format: image---jpeg Original format: copy print : colour,9231360,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8458-44-plantation-creek-ed-1-1975.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.562500,-19.562500,147.625000,-19.500000,-19.625000,147.500000
8557-11 Gloucester Island,Topographic map of 1:25000 8557-11 Gloucester Island displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,9810944,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-11-gloucester-island-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.437500,-20.062500,148.500000,-20.000000,-20.125000,148.375000
8557-12 Greta Creek,Topographic map of 1:25000 8557-12 Greta Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11831296,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-12-greta-creek-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.437500,-20.187500,148.500000,-20.125000,-20.250000,148.375000
8557-13 Longford Creek,Topographic map of 1:25000 8557-13 Longford Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17254400,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-13-longford-creek-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.312500,-20.187500,148.375000,-20.125000,-20.250000,148.250000
8557-14 Stone Island,Topographic map of 1:25000 8557-14 Stone Island displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12606464,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-14-stone-island-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.312500,-20.062500,148.375000,-20.000000,-20.125000,148.250000
8557-21 Crystal Brook,Topographic map of 1:25000 8557-21 Crystal Brook displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11667456,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-21-crystal-brook-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.437500,-20.312500,148.500000,-20.250000,-20.375000,148.375000
8557-22 Kelsey Creek,Topographic map of 1:25000 8557-22 Kelsey Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19279872,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-22-kelsey-creek-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.437500,-20.437500,148.500000,-20.375000,-20.500000,148.375000
8557-23 Demeter,Topographic map of 1:25000 8557-23 Demeter displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16039936,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-23-demeter-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.312500,-20.437500,148.375000,-20.375000,-20.500000,148.250000
8557-24 Mount McGuire,Topographic map of 1:25000 8557-24 Mount McGuire displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17579008,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-24-mount-mcguire-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.312500,-20.312500,148.375000,-20.250000,-20.375000,148.250000
8557-31 Roma Peak,Topographic map of 1:25000 8557-31 Roma Peak displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16730112,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-31-roma-peak-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.187500,-20.312500,148.250000,-20.250000,-20.375000,148.125000
8557-32 Pretty Bend,Topographic map of 1:25000 8557-32 Pretty Bend displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18393088,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-32-pretty-bend-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.187500,-20.437500,148.250000,-20.375000,-20.500000,148.125000
8557-33 Lascelles,Topographic map of 1:25000 8557-33 Lascelles displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,20732928,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-33-lascelles-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.062500,-20.437500,148.125000,-20.375000,-20.500000,148.000000
8557-34 The Three Brothers,Topographic map of 1:25000 8557-34 The Three Brothers displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19158016,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-34-the-three-brothers-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.062500,-20.312500,148.125000,-20.250000,-20.375000,148.000000
8557-41 Bowen,Topographic map of 1:25000 8557-41 Bowen displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14401536,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-41-bowen-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.187500,-20.062500,148.250000,-20.000000,-20.125000,148.125000
8557-42 Bodes Range,Topographic map of 1:25000 8557-42 Bodes Range displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16254976,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-42-bodes-range-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.187500,-20.187500,148.250000,-20.125000,-20.250000,148.125000
8557-43 Mount Buckley,Topographic map of 1:25000 8557-43 Mount Buckley displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16256000,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-43-mount-buckley-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.062500,-20.187500,148.125000,-20.125000,-20.250000,148.000000
8557-44 Mount Pring,Topographic map of 1:25000 8557-44 Mount Pring displaying graphic representations of features including relief hydrography vegetation and cultural,2000,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14352384,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8557-44-mount-pring-ed-1-2000.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.062500,-20.062500,148.125000,-20.000000,-20.125000,148.000000
8558-32 Queens Bay,Topographic map of 1:25000 8558-32 Queens Bay displaying graphic representations of features including relief hydrography vegetation and cultural,2001,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11429888,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8558-32-queens-bay-ed-1-2001.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.187500,-19.937500,148.250000,-19.875000,-20.000000,148.125000
8558-33 Abbot Point,Topographic map of 1:25000 8558-33 Abbot Point displaying graphic representations of features including relief hydrography vegetation and cultural,2000,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13316096,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8558-33-abbot-point-ed-1-2000.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,148.062500,-19.937500,148.125000,-19.875000,-20.000000,148.000000
8755-23 Armstrong Beach,Topographic map of 1:25000 8755-23 Armstrong Beach displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14526464,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-23-armstrong-beach-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.312500,-21.437500,149.375000,-21.375000,-21.500000,149.250000
8755-24 Hay Point,Topographic map of 1:25000 8755-24 Hay Point displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14356480,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-24-hay-point-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.312500,-21.312500,149.375000,-21.250000,-21.375000,149.250000
8755-31 Dunnrock,Topographic map of 1:25000 8755-31 Dunnrock displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18711552,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-31-dunnrock-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.187500,-21.312500,149.250000,-21.250000,-21.375000,149.125000
8755-32 Sarina,Topographic map of 1:25000 8755-32 Sarina displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,26803200,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-32-sarina-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.187500,-21.437500,149.250000,-21.375000,-21.500000,149.125000
8755-34 Homebush,Topographic map of 1:25000 8755-34 Homebush displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22657024,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-34-homebush-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.062500,-21.312500,149.125000,-21.250000,-21.375000,149.000000
8755-41 Slade Point,Topographic map of 1:25000 8755-41 Slade Point displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19577856,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-41-slade-point-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.187500,-21.062500,149.250000,-21.000000,-21.125000,149.125000
8755-42 Mackay,Topographic map of 1:25000 8755-42 Mackay displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18566144,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-42-mackay-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.187500,-21.187500,149.250000,-21.125000,-21.250000,149.125000
8755-43 Walkerston,Topographic map of 1:25000 8755-43 Walkerston displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,19507200,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-43-walkerston-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.062500,-21.187500,149.125000,-21.125000,-21.250000,149.000000
8755-44 Farleigh,Topographic map of 1:25000 8755-44 Farleigh displaying graphic representations of features including relief hydrography vegetation and cultural,2012,Edition 1,Digital format: image---jpeg Original format: copy print : colour,26928128,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8755-44-farleigh-ed-1-2012.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,149.062500,-21.062500,149.125000,-21.000000,-21.125000,149.000000
8948-11 Kooingal,Topographic map of 1:25000 8948-11 Kooingal displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12678144,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-11-kooingal-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.437500,-24.562500,150.500000,-24.500000,-24.625000,150.375000
8948-12 Kurrajong,Topographic map of 1:25000 8948-12 Kurrajong displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,8563712,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-12-kurrajong-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.437500,-24.687500,150.500000,-24.625000,-24.750000,150.375000
8948-13 Belmont,Topographic map of 1:25000 8948-13 Belmont displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11681792,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-13-belmont-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.312500,-24.687500,150.375000,-24.625000,-24.750000,150.250000
8948-14 Barfield,Topographic map of 1:25000 8948-14 Barfield displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12020736,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-14-barfield-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.312500,-24.562500,150.375000,-24.500000,-24.625000,150.250000
8948-21 Purgatory Creek,Topographic map of 1:25000 8948-21 Purgatory Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13253632,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-21-purgatory-creek-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.437500,-24.812500,150.500000,-24.750000,-24.875000,150.375000
8948-22 Mount Kandoonan,Topographic map of 1:25000 8948-22 Mount Kandoonan displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12103680,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-22-mount-kandoonan-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.437500,-24.937500,150.500000,-24.875000,-25.000000,150.375000
8948-23 Mount Appenben,Topographic map of 1:25000 8948-23 Mount Appenben displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13898752,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-23-mount-appenben-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.312500,-24.937500,150.375000,-24.875000,-25.000000,150.250000
8948-24 Castle Creek,Topographic map of 1:25000 8948-24 Castle Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11735040,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-24-castle-creek-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.312500,-24.812500,150.375000,-24.750000,-24.875000,150.250000
8948-31 Gonyelinka Gorge,Topographic map of 1:25000 8948-31 Gonyelinka Gorge displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,8346624,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-31-gonyelinka-gorge-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.187500,-24.812500,150.250000,-24.750000,-24.875000,150.125000
8948-32 Walloon,Topographic map of 1:25000 8948-32 Walloon displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10051584,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-32-walloon-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.187500,-24.937500,150.250000,-24.875000,-25.000000,150.125000
8948-33 Theodore,Topographic map of 1:25000 8948-33 Theodore displaying graphic representations of features including relief hydrography vegetation and cultural,1974,Edition 1,Digital format: image---jpeg Original format: copy print : colour,8604672,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-33-theodore-ed-1-1974.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.062500,-24.937500,150.125000,-24.875000,-25.000000,150.000000
8948-34 Kaloola,Topographic map of 1:25000 8948-34 Kaloola displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,9261056,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-34-kaloola-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.062500,-24.812500,150.125000,-24.750000,-24.875000,150.000000
8948-41 Flat Top Mountain,Topographic map of 1:25000 8948-41 Flat Top Mountain displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,7195648,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-41-flat-top-mountain-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.187500,-24.562500,150.250000,-24.500000,-24.625000,150.125000
8948-42 Tarramba Creek,Topographic map of 1:25000 8948-42 Tarramba Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,9548800,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-42-tarramba-creek-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.187500,-24.687500,150.250000,-24.625000,-24.750000,150.125000
8948-43 Kianga,Topographic map of 1:25000 8 948-43 Kianga displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,7580672,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-43-kianga-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.062500,-24.687500,150.125000,-24.625000,-24.750000,150.000000
8948-44 Mount Wiseman,Topographic map of 1:25000 8 948-44 Mount Wiseman displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,7626752,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8948-44-mount-wiseman-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.062500,-24.562500,150.125000,-24.500000,-24.625000,150.000000
8949-I-N Lake Victoria,Topographic map of 1:25000 8 949-I-N Lake Victoria displaying graphic representations of features including relief hydrography vegetation and cultural,1970,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12051456,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-i-n-lake-victoria-ed-1-1970.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.375000,-24.062500,150.500000,-24.000000,-24.125000,150.250000
8949-I-S Jambin,Topographic map of 1:25000 8 949-I-S Jambin displaying graphic representations of features including relief hydrography vegetation and cultural,1970,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12229632,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-i-s-jambin-ed-1-1970.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.375000,-24.187500,150.500000,-24.125000,-24.250000,150.250000
8949-II-N Callide,Topographic map of 1:25000 8 949-II-N Callide displaying graphic representations of features including relief hydrography vegetation and cultural,1972,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12258304,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8949-ii-n-callide-ed-1-1972.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,150.375000,-24.312500,150.500000,-24.250000,-24.375000,150.250000
